"","Child_ID","item_definition","value","Timepoint","Linguistic_var"
"1","1414","I","0.99999999999999988897769754",2,"PHONETIC"
"2","1414","TV","0.00000000000000001189496589",2,"PHONETIC"
"3","1414","a","0.59525224470333826243262365",2,"PHONETIC"
"4","1414","about","0.00000000000000000000000000",2,"PHONETIC"
"5","1414","above","0.00000000000000001254607279",2,"PHONETIC"
"6","1414","after","0.00000000000000003842201445",2,"PHONETIC"
"7","1414","airplane","0.00000000000000000000000000",2,"PHONETIC"
"8","1414","all","0.91175563436049955612361373",2,"PHONETIC"
"9","1414","alligator","0.00000000000000002008659192",2,"PHONETIC"
"10","1414","am","0.73090207147300612078311133",2,"PHONETIC"
"11","1414","an","0.61777313294383195962922173",2,"PHONETIC"
"12","1414","and","0.22517437808450971314933042",2,"PHONETIC"
"13","1414","animal","0.00000000000000000189170652",2,"PHONETIC"
"14","1414","ankle","0.00000000000000000000000000",2,"PHONETIC"
"15","1414","another","0.00000000000000000000000000",2,"PHONETIC"
"16","1414","ant","0.30359571936893176014038431",2,"PHONETIC"
"17","1414","any","0.02045398172798506761238535",2,"PHONETIC"
"18","1414","apple","0.00000000000000000000000000",2,"PHONETIC"
"19","1414","applesauce","0.00000000000000000000000000",2,"PHONETIC"
"20","1414","are","0.86563791269869039268769484",2,"PHONETIC"
"21","1414","arm","0.17589059780514118558336634",2,"PHONETIC"
"22","1414","around","0.00000000000000000682472176",2,"PHONETIC"
"23","1414","asleep","0.00000000000000000000000000",2,"PHONETIC"
"24","1414","at","0.84142911598954184260179545",2,"PHONETIC"
"25","1414","aunt","0.37078760577459857206150673",2,"PHONETIC"
"26","1414","awake","0.00000000000000000347870732",2,"PHONETIC"
"27","1414","away","0.00000000000000000000000000",2,"PHONETIC"
"28","1414","baby","0.00000000000000001613314715",2,"PHONETIC"
"29","1414","babysitter","0.00000000000000002389867184",2,"PHONETIC"
"30","1414","back","0.83135110253572197525073761",2,"PHONETIC"
"31","1414","backyard","0.00000000000000000000000000",2,"PHONETIC"
"32","1414","bad","0.63070312915948945065025555",2,"PHONETIC"
"33","1414","ball","0.89223294859395418932024313",2,"PHONETIC"
"34","1414","balloon","0.00000000000000000838101005",2,"PHONETIC"
"35","1414","banana","0.00000000000000000262844562",2,"PHONETIC"
"36","1414","basement","0.00000000000000000007895521",2,"PHONETIC"
"37","1414","basket","0.00000000000000002014344820",2,"PHONETIC"
"38","1414","bat","0.91811166595591964245670624",2,"PHONETIC"
"39","1414","bath","0.62847291385824655129965777",2,"PHONETIC"
"40","1414","bathroom","0.00000000000000000773769225",2,"PHONETIC"
"41","1414","bathtub","0.00000000000000000000000000",2,"PHONETIC"
"42","1414","be","1.00000000000000000000000000",2,"PHONETIC"
"43","1414","beach","0.73680304242374117240643727",2,"PHONETIC"
"44","1414","beads","0.26626199357822438740228677",2,"PHONETIC"
"45","1414","beans","0.14946411879484386431293785",2,"PHONETIC"
"46","1414","bear","0.89498292981919014277281121",2,"PHONETIC"
"47","1414","because","0.00000000000000005661872846",2,"PHONETIC"
"48","1414","bed","0.62273904609364583162545159",2,"PHONETIC"
"49","1414","bedroom","0.00000000000000000864760248",2,"PHONETIC"
"50","1414","bee","0.99142714587723645980332776",2,"PHONETIC"
"51","1414","before","0.00000000000000002989801195",2,"PHONETIC"
"52","1414","behind","0.00000000000000002506499308",2,"PHONETIC"
"53","1414","belt","0.17925495608224412125153435",2,"PHONETIC"
"54","1414","bench","0.08137220284633583933242562",2,"PHONETIC"
"55","1414","beside","0.00000000000000000000000000",2,"PHONETIC"
"56","1414","better","0.00000000000000000000000000",2,"PHONETIC"
"57","1414","bib","0.79645685805215671315693271",2,"PHONETIC"
"58","1414","bicycle","0.00000000000000000000000000",2,"PHONETIC"
"59","1414","big","0.76703575493225351067394513",2,"PHONETIC"
"60","1414","bird","0.11252847663670016709058785",2,"PHONETIC"
"61","1414","bite","0.37123608723982798318630216",2,"PHONETIC"
"62","1414","black","0.19308990826555921804796867",2,"PHONETIC"
"63","1414","blanket","0.00000000000000000266950905",2,"PHONETIC"
"64","1414","block","0.10878096768841379049508333",2,"PHONETIC"
"65","1414","blow","0.03380801923899133532014361",2,"PHONETIC"
"66","1414","blue","0.61727757727464005466089247",2,"PHONETIC"
"67","1414","boat","0.14408431795130105523838893",2,"PHONETIC"
"68","1414","book","0.65513822248316677665513907",2,"PHONETIC"
"69","1414","boots","0.00596430846895114330497023",2,"PHONETIC"
"70","1414","bottle","0.00000000000000001444081213",2,"PHONETIC"
"71","1414","bowl","0.19034805710693475377937034",2,"PHONETIC"
"72","1414","box","0.10421660344989672197790753",2,"PHONETIC"
"73","1414","boy","1.00000000000000000000000000",2,"PHONETIC"
"74","1414","bread","0.10631776671130106770579715",2,"PHONETIC"
"75","1414","breaks","0.00000000000000001410986425",2,"PHONETIC"
"76","1414","breakfast","0.00000000000000000915043608",2,"PHONETIC"
"77","1414","bring","0.24204356979041913300321198",2,"PHONETIC"
"78","1414","broken","0.00000000000000000000000000",2,"PHONETIC"
"79","1414","broom","0.01755753608499773313345038",2,"PHONETIC"
"80","1414","brother","0.00000000000000000000000000",2,"PHONETIC"
"81","1414","brown","0.00395741394030463961017929",2,"PHONETIC"
"82","1414","brush","0.01130799010281464782312622",2,"PHONETIC"
"83","1414","bubbles","0.00000000000000000000000000",2,"PHONETIC"
"84","1414","bucket","0.00000000000000000000000000",2,"PHONETIC"
"85","1414","bug","0.75567508689964180135234528",2,"PHONETIC"
"86","1414","build","0.25344849771257393911128020",2,"PHONETIC"
"87","1414","bump","0.09797447328661379462033665",2,"PHONETIC"
"88","1414","bunny","0.00000000000000000313857239",2,"PHONETIC"
"89","1414","bus","0.74236621800375324209397832",2,"PHONETIC"
"90","1414","but","0.99607960944671858349863669",2,"PHONETIC"
"91","1414","butter","0.00000000000000000000000000",2,"PHONETIC"
"92","1414","butterfly","0.00000000000000000000000000",2,"PHONETIC"
"93","1414","buttocks","0.00000000000000000000000000",2,"PHONETIC"
"94","1414","button","0.00000000000000003210155730",2,"PHONETIC"
"95","1414","buy","0.82740959953521608927218267",2,"PHONETIC"
"96","1414","by","0.82740959953521564518297282",2,"PHONETIC"
"97","1414","bye","0.76486269108811033579087280",2,"PHONETIC"
"98","1414","cake","0.00139515464054891470332964",2,"PHONETIC"
"99","1414","call","0.70864472982817050539239290",2,"PHONETIC"
"100","1414","camera","0.00000000000000001950455425",2,"PHONETIC"
"101","1414","camping","0.00000000000000000000000000",2,"PHONETIC"
"102","1414","can","0.51296833617046322384425139",2,"PHONETIC"
"103","1414","candy","0.00000000000000002271203195",2,"PHONETIC"
"104","1414","car","0.55126493642141372042431158",2,"PHONETIC"
"105","1414","careful","0.00000000000000000616036850",2,"PHONETIC"
"106","1414","carrots","0.00000000000000000000000000",2,"PHONETIC"
"107","1414","carry","0.00000000000000000000000000",2,"PHONETIC"
"108","1414","cat","0.71292692951661962297293940",2,"PHONETIC"
"109","1414","catch","0.39221616891883720468214847",2,"PHONETIC"
"110","1414","cereal","0.00000000000000000000000000",2,"PHONETIC"
"111","1414","chair","0.39786382194845110182868098",2,"PHONETIC"
"112","1414","chalk","0.75014805754488600442186907",2,"PHONETIC"
"113","1414","chase","0.00141377631083834816826117",2,"PHONETIC"
"114","1414","cheek","0.34754672878487635756528107",2,"PHONETIC"
"115","1414","cheerios","0.00000000000000001045961266",2,"PHONETIC"
"116","1414","cheese","0.25792581117769936005501563",2,"PHONETIC"
"117","1414","chicken","0.00000000000000000000000000",2,"PHONETIC"
"118","1414","child","0.00000000000000000000000000",2,"PHONETIC"
"119","1414","chin","0.51522458753583255663954787",2,"PHONETIC"
"120","1414","chocolate","0.00000000000000000000000000",2,"PHONETIC"
"121","1414","church","0.03989527186239166800518774",2,"PHONETIC"
"122","1414","circus","0.00000000000000000000000000",2,"PHONETIC"
"123","1414","clap","0.12559395108846579947048383",2,"PHONETIC"
"124","1414","clean","0.07339611148522501293811615",2,"PHONETIC"
"125","1414","climb","0.02341760553358135724111300",2,"PHONETIC"
"126","1414","clock","0.13020386710285217213289854",2,"PHONETIC"
"127","1414","close","0.02103495303783978892520068",2,"PHONETIC"
"128","1414","closet","0.00000000000000000000000000",2,"PHONETIC"
"129","1414","cloud","0.05210771466584129818500060",2,"PHONETIC"
"130","1414","clown","0.05095388867782935093941887",2,"PHONETIC"
"131","1414","coat","0.08995437180906075413933110",2,"PHONETIC"
"132","1414","coffee","0.00000000000000000000000000",2,"PHONETIC"
"133","1414","coke","0.13207930020751190713923506",2,"PHONETIC"
"134","1414","cold","0.01193513768321033050034963",2,"PHONETIC"
