"","Child_ID","item_definition","value","Timepoint","Linguistic_var"
"1","1414","I","0.02776853203366911465588274",1,"WORD_LENGTH"
"2","1414","TV","0.28386027898869031771411642",1,"WORD_LENGTH"
"3","1414","a","0.02776853203366915628924616",1,"WORD_LENGTH"
"4","1414","about","0.82289594285606326717896764",1,"WORD_LENGTH"
"5","1414","above","0.82289594285606326717896764",1,"WORD_LENGTH"
"6","1414","after","0.82289594285606348922357256",1,"WORD_LENGTH"
"7","1414","airplane","0.00467292933510270441094248",1,"WORD_LENGTH"
"8","1414","all","0.78014038236362470701834582",1,"WORD_LENGTH"
"9","1414","alligator","0.00011822988590659509462559",1,"WORD_LENGTH"
"10","1414","am","0.28386027898869087282562873",1,"WORD_LENGTH"
"11","1414","an","0.28386027898869081731447750",1,"WORD_LENGTH"
"12","1414","and","0.78014038236362459599604335",1,"WORD_LENGTH"
"13","1414","animal","0.33399426940506776739781003",1,"WORD_LENGTH"
"14","1414","ankle","0.82289594285606249002285040",1,"WORD_LENGTH"
"15","1414","another","0.06183716952659755461407798",1,"WORD_LENGTH"
"16","1414","ant","0.78014038236362415190683350",1,"WORD_LENGTH"
"17","1414","any","0.78014038236362415190683350",1,"WORD_LENGTH"
"18","1414","apple","0.82289594285606271206745532",1,"WORD_LENGTH"
"19","1414","applesauce","0.00000299188640136128179287",1,"WORD_LENGTH"
"20","1414","are","0.78014038236362404088453104",1,"WORD_LENGTH"
"21","1414","arm","0.78014038236362404088453104",1,"WORD_LENGTH"
"22","1414","around","0.33399426940506765637550757",1,"WORD_LENGTH"
"23","1414","asleep","0.33399426940506776739781003",1,"WORD_LENGTH"
"24","1414","at","0.28386027898869081731447750",1,"WORD_LENGTH"
"25","1414","aunt","0.99999999999999922284388276",1,"WORD_LENGTH"
"26","1414","awake","0.82289594285606282308975779",1,"WORD_LENGTH"
"27","1414","away","0.99999999999999922284388276",1,"WORD_LENGTH"
"28","1414","baby","0.99999999999999933386618522",1,"WORD_LENGTH"
"29","1414","babysitter","0.00000299188640137714841408",1,"WORD_LENGTH"
"30","1414","back","0.99999999999999911182158030",1,"WORD_LENGTH"
"31","1414","backyard","0.00467292933510274430958242",1,"WORD_LENGTH"
"32","1414","bad","0.78014038236362415190683350",1,"WORD_LENGTH"
"33","1414","ball","0.99999999999999911182158030",1,"WORD_LENGTH"
"34","1414","balloon","0.06183716952659747134735113",1,"WORD_LENGTH"
"35","1414","banana","0.31932608993408106989875250",1,"WORD_LENGTH"
"36","1414","basement","0.00467292933510272522762419",1,"WORD_LENGTH"
"37","1414","basket","0.33399426940506726779744895",1,"WORD_LENGTH"
"38","1414","bat","0.78014038236362437395143843",1,"WORD_LENGTH"
"39","1414","bath","0.99999999999999977795539507",1,"WORD_LENGTH"
"40","1414","bathroom","0.00467292933510276772834935",1,"WORD_LENGTH"
"41","1414","bathtub","0.05974446288527048704031230",1,"WORD_LENGTH"
"42","1414","be","0.28386027898869092833677996",1,"WORD_LENGTH"
"43","1414","beach","0.82289594285606304513436271",1,"WORD_LENGTH"
"44","1414","beads","0.82289594285606326717896764",1,"WORD_LENGTH"
"45","1414","beans","0.82289594285606315615666517",1,"WORD_LENGTH"
"46","1414","bear","0.99999999999999900079927784",1,"WORD_LENGTH"
"47","1414","because","0.06183716952659738114173038",1,"WORD_LENGTH"
"48","1414","bed","0.78014038236362426292913597",1,"WORD_LENGTH"
"49","1414","bedroom","0.06183716952659758930854750",1,"WORD_LENGTH"
"50","1414","bee","0.78014038236362492906295074",1,"WORD_LENGTH"
"51","1414","before","0.33399426940506754535320511",1,"WORD_LENGTH"
"52","1414","behind","0.33399426940506748984205387",1,"WORD_LENGTH"
"53","1414","belt","0.99999999999999922284388276",1,"WORD_LENGTH"
"54","1414","bench","0.82289594285606360024587502",1,"WORD_LENGTH"
"55","1414","beside","0.33399426940506760086435634",1,"WORD_LENGTH"
"56","1414","better","0.33399426940506776739781003",1,"WORD_LENGTH"
"57","1414","bib","0.78014038236362370781762365",1,"WORD_LENGTH"
"58","1414","bicycle","0.06183716952659753379739627",1,"WORD_LENGTH"
"59","1414","big","0.76731168551547745959595659",1,"WORD_LENGTH"
"60","1414","bird","0.99999999999999922284388276",1,"WORD_LENGTH"
"61","1414","bite","0.99999999999999977795539507",1,"WORD_LENGTH"
"62","1414","black","0.82289594285606326717896764",1,"WORD_LENGTH"
"63","1414","blanket","0.06183716952659744359177552",1,"WORD_LENGTH"
"64","1414","block","0.80884772920765535264564505",1,"WORD_LENGTH"
"65","1414","blow","0.99999999999999922284388276",1,"WORD_LENGTH"
"66","1414","blue","0.99999999999999944488848769",1,"WORD_LENGTH"
"67","1414","boat","0.99999999999999944488848769",1,"WORD_LENGTH"
"68","1414","book","0.99999999999999933386618522",1,"WORD_LENGTH"
"69","1414","boots","0.82289594285606348922357256",1,"WORD_LENGTH"
"70","1414","bottle","0.31932608993408145847681112",1,"WORD_LENGTH"
"71","1414","bowl","0.99999999999999944488848769",1,"WORD_LENGTH"
"72","1414","box","0.78014038236362404088453104",1,"WORD_LENGTH"
"73","1414","boy","0.78014038236362404088453104",1,"WORD_LENGTH"
"74","1414","bread","0.82289594285606371126817749",1,"WORD_LENGTH"
"75","1414","breaks","0.00000000000000000000000000",1,"WORD_LENGTH"
"76","1414","breakfast","0.00011822988590653168235103",1,"WORD_LENGTH"
"77","1414","bring","0.82289594285606304513436271",1,"WORD_LENGTH"
"78","1414","broken","0.31932608993408173603256728",1,"WORD_LENGTH"
"79","1414","broom","0.82289594285606271206745532",1,"WORD_LENGTH"
"80","1414","brother","0.06183716952659751991960846",1,"WORD_LENGTH"
"81","1414","brown","0.82289594285606249002285040",1,"WORD_LENGTH"
"82","1414","brush","0.80884772920765568571255244",1,"WORD_LENGTH"
"83","1414","bubbles","0.06183716952659738114173038",1,"WORD_LENGTH"
"84","1414","bucket","0.33399426940506760086435634",1,"WORD_LENGTH"
"85","1414","bug","0.76731168551547745959595659",1,"WORD_LENGTH"
"86","1414","build","0.82289594285606282308975779",1,"WORD_LENGTH"
"87","1414","bump","0.99999999999999988897769754",1,"WORD_LENGTH"
"88","1414","bunny","0.82289594285606282308975779",1,"WORD_LENGTH"
"89","1414","bus","0.78014038236362415190683350",1,"WORD_LENGTH"
"90","1414","but","0.78014038236362370781762365",1,"WORD_LENGTH"
"91","1414","butter","0.33399426940506787842011249",1,"WORD_LENGTH"
"92","1414","butterfly","0.00011822988590651047264603",1,"WORD_LENGTH"
"93","1414","buttocks","0.00467292933510272696234766",1,"WORD_LENGTH"
"94","1414","button","0.33399426940506737881975141",1,"WORD_LENGTH"
"95","1414","buy","0.78014038236362404088453104",1,"WORD_LENGTH"
"96","1414","by","0.28386027898869087282562873",1,"WORD_LENGTH"
"97","1414","bye","0.76731168551547801470746890",1,"WORD_LENGTH"
"98","1414","cake","0.99999999999999966693309261",1,"WORD_LENGTH"
"99","1414","call","0.99999999999999988897769754",1,"WORD_LENGTH"
"100","1414","camera","0.33399426940506748984205387",1,"WORD_LENGTH"
"101","1414","camping","0.06183716952659750604182065",1,"WORD_LENGTH"
"102","1414","can","0.78014038236362415190683350",1,"WORD_LENGTH"
"103","1414","candy","0.82289594285606304513436271",1,"WORD_LENGTH"
"104","1414","car","0.76731168551547768164056151",1,"WORD_LENGTH"
"105","1414","careful","0.06183716952659747134735113",1,"WORD_LENGTH"
"106","1414","carrots","0.06183716952659748522513894",1,"WORD_LENGTH"
"107","1414","carry","0.82289594285606271206745532",1,"WORD_LENGTH"
"108","1414","cat","0.78014038236362381883992612",1,"WORD_LENGTH"
"109","1414","catch","0.82289594285606304513436271",1,"WORD_LENGTH"
"110","1414","cereal","0.33399426940506732330860018",1,"WORD_LENGTH"
"111","1414","chair","0.82289594285606326717896764",1,"WORD_LENGTH"
